shots,errors,distance,rounds,p
10000000,119507,3,6,0.002
10000000,37682,5,10,0.002
10000000,12763,7,14,0.002
10000000,3998,9,18,0.002
10000000,1256,11,22,0.002
10000000,352,13,26,0.002
10000000,107,15,30,0.002
