shots,errors,distance,rounds,p
10000000,46836,3,6,0.001
10000000,9564,5,10,0.001
10000000,2477,7,14,0.001
10000000,563,9,18,0.001
10000000,141,11,22,0.001
10000000,28,13,26,0.001
10000000,13,15,30,0.001
