shots,errors,distance,rounds,p
10000000,56137,3,6,0.001
10000000,18457,5,10,0.001
10000000,10745,7,14,0.001
10000000,8093,9,18,0.001
10000000,7057,11,22,0.001
10000000,6510,13,26,0.001
10000000,6176,15,30,0.001
