shots,errors,distance,rounds,p
1000000,20402,3,6,0.002
1000000,10725,5,10,0.002
1000000,6227,7,14,0.002
1000000,3780,9,18,0.002
1000000,2176,11,22,0.002
1000000,1351,13,26,0.002
1000000,814,15,30,0.002
