shots,errors,distance,rounds,p
1000000,22752,3,6,0.002
1000000,15751,5,10,0.002
1000000,13381,7,14,0.002
1000000,12755,9,18,0.002
1000000,12750,11,22,0.002
1000000,13387,13,26,0.002
1000000,14453,15,30,0.002
