shots,errors,distance,rounds,p
1000000,19399,3,6,0.002
1000000,9180,5,10,0.002
1000000,4732,7,14,0.002
1000000,2378,9,18,0.002
1000000,1123,11,22,0.002
1000000,571,13,26,0.002
1000000,278,15,30,0.002
