shots,errors,distance,rounds,p
10000000,117409,3,6,0.002
10000000,53217,5,10,0.002
10000000,35322,7,14,0.002
10000000,27883,9,18,0.002
10000000,23828,11,22,0.002
10000000,22048,13,26,0.002
10000000,21498,15,30,0.002
