shots,errors,distance,rounds,p
1000000,15039,3,6,0.002
1000000,5706,5,10,0.002
1000000,2380,7,14,0.002
1000000,993,9,18,0.002
1000000,461,11,22,0.002
1000000,214,13,26,0.002
1000000,86,15,30,0.002
