shots,errors,distance,rounds,p
1000000,11313,3,6,0.002
1000000,3271,5,10,0.002
1000000,984,7,14,0.002
1000000,274,9,18,0.002
1000000,88,11,22,0.002
1000000,22,13,26,0.002
1000000,7,15,30,0.002
