shots,errors,distance,rounds,p
1000000,16224,3,6,0.002
1000000,7606,5,10,0.002
1000000,4595,7,14,0.002
1000000,3104,9,18,0.002
1000000,2195,11,22,0.002
1000000,1790,13,26,0.002
1000000,1614,15,30,0.002
