shots,errors,distance,rounds,p
1000000,12034,3,6,0.002
1000000,3698,5,10,0.002
1000000,1207,7,14,0.002
1000000,408,9,18,0.002
1000000,132,11,22,0.002
1000000,34,13,26,0.002
1000000,15,15,30,0.002
