shots,errors,distance,rounds,p
1000000,9579,3,6,0.002
1000000,2300,5,10,0.002
1000000,569,7,14,0.002
1000000,129,9,18,0.002
1000000,27,11,22,0.002
1000000,3,13,26,0.002
1000000,2,15,30,0.002
