shots,errors,distance,rounds,p
1000000,14330,3,6,0.002
1000000,5014,5,10,0.002
1000000,1758,7,14,0.002
1000000,612,9,18,0.002
1000000,198,11,22,0.002
1000000,66,13,26,0.002
1000000,20,15,30,0.002
