shots,errors,distance,rounds,p
1000000,10789,3,6,0.002
1000000,2943,5,10,0.002
1000000,829,7,14,0.002
1000000,258,9,18,0.002
1000000,52,11,22,0.002
1000000,23,13,26,0.002
1000000,4,15,30,0.002
