shots,errors,distance,rounds,p
1000000,14395,3,6,0.002
1000000,4977,5,10,0.002
1000000,1900,7,14,0.002
1000000,635,9,18,0.002
1000000,208,11,22,0.002
1000000,82,13,26,0.002
1000000,31,15,30,0.002
