shots,errors,distance,rounds,p
10000000,99159,3,6,0.002
10000000,25177,5,10,0.002
10000000,6871,7,14,0.002
10000000,1776,9,18,0.002
10000000,429,11,22,0.002
10000000,99,13,26,0.002
10000000,27,15,30,0.002
