shots,errors,distance,rounds,p
10000000,100738,3,6,0.002
10000000,25561,5,10,0.002
10000000,7222,7,14,0.002
10000000,1884,9,18,0.002
10000000,445,11,22,0.002
10000000,128,13,26,0.002
10000000,36,15,30,0.002
