shots,errors,distance,rounds,p
10000000,105476,3,6,0.002
10000000,33173,5,10,0.002
10000000,12654,7,14,0.002
10000000,5043,9,18,0.002
10000000,1981,11,22,0.002
10000000,839,13,26,0.002
10000000,337,15,30,0.002
