shots,errors,distance,rounds,p
10000000,106871,3,6,0.002
10000000,30832,5,10,0.002
10000000,9929,7,14,0.002
10000000,3345,9,18,0.002
10000000,1230,11,22,0.002
10000000,552,13,26,0.002
10000000,240,15,30,0.002
