shots,errors,distance,rounds,p
10000000,108708,3,6,0.002
10000000,35847,5,10,0.002
10000000,15645,7,14,0.002
10000000,8941,9,18,0.002
10000000,6067,11,22,0.002
10000000,4654,13,26,0.002
10000000,3910,15,30,0.002
