shots,errors,distance,rounds,p
10000000,105667,3,6,0.002
10000000,28282,5,10,0.002
10000000,8009,7,14,0.002
10000000,2173,9,18,0.002
10000000,550,11,22,0.002
10000000,117,13,26,0.002
10000000,27,15,30,0.002
